,Position,Stock,ISIN,Name
9,4070,VNVDB1100298,VDB110029,Ngân hàng Phát triển Việt Nam
0,4071,VN0VDB110223,VDB11022,Ngân hàng Phát triển Việt Nam
1,4072,VNVDB1110016,VDB111001,Ngân hàng Phát triển Việt Nam
2,4073,VNVDB1110024,VDB111002,Ngân hàng Phát triển Việt Nam
3,4074,VNVDB1110032,VDB111003,Ngân hàng Phát triển Việt Nam
4,4075,VNVDB1110065,VDB111006,Ngân hàng Phát triển Việt Nam
5,4076,VNVDB1110073,VDB111007,Ngân hàng Phát triển Việt Nam
6,4077,VNVDB1110081,VDB111008,Ngân hàng Phát triển Việt Nam
7,4078,VNVDB1110099,VDB111009,Ngân hàng Phát triển Việt Nam
8,4079,VNVDB1110107,VDB111010,Ngân hàng Phát triển Việt Nam
9,4080,VNVDB1110115,VDB111011,Ngân hàng Phát triển Việt Nam
0,4081,VNVDB1110123,VDB111012,Ngân hàng Phát triển Việt Nam
1,4082,VNVDB1110131,VDB111013,Ngân hàng Phát triển Việt Nam
2,4083,VNVDB1110149,VDB111014,Ngân hàng Phát triển Việt Nam
3,4084,VNVDB1110156,VDB111015,Ngân hàng Phát triển Việt Nam
4,4085,VNVDB1110164,VDB111016,Ngân hàng Phát triển Việt Nam
5,4086,VNVDB1110172,VDB111017,Ngân hàng Phát triển Việt Nam
6,4087,VNVDB1110180,VDB111018,Ngân hàng Phát triển Việt Nam
7,4088,VNVDB1110271,VDB111027,Ngân hàng Phát triển Việt Nam
8,4089,VNVDB1110289,VDB111028,Ngân hàng Phát triển Việt Nam
9,4090,VNVDB1110339,VDB111033,Ngân hàng Phát triển Việt Nam
0,4091,VNVDB1110362,VDB111036,Ngân hàng Phát triển Việt Nam
1,4092,VNVDB1110370,VDB111037,Ngân hàng Phát triển Việt Nam
2,4093,VNVDB1110578,VDB111057,Ngân hàng Phát triển Việt Nam
3,4094,VNVDB1110586,VDB111058,Ngân hàng Phát triển Việt Nam
4,4095,VNVDB1110602,VDB111060,Ngân hàng Phát triển Việt Nam
5,4096,VNVDB1110610,VDB111061,Ngân hàng Phát triển Việt Nam
6,4097,VNVDB1110628,VDB111062,Ngân hàng Phát triển Việt Nam
7,4098,VNVDB1110636,VDB111063,Ngân hàng Phát triển Việt Nam
8,4099,VNVDB1110644,VDB111064,Ngân hàng Phát triển Việt Nam
9,4100,VNVDB1120031,VDB112003,Ngân hàng Phát triển Việt Nam
0,4101,VNVDB1120049,VDB112004,Ngân hàng Phát triển Việt Nam
1,4102,VNVDB1120072,VDB112007,Ngân hàng Phát triển Việt Nam
2,4103,VNVDB1120080,VDB112008,Ngân hàng Phát triển Việt Nam
3,4104,VNVDB1120130,VDB112013,Ngân hàng Phát triển Việt Nam
4,4105,VNVDB1120148,VDB112014,Ngân hàng Phát triển Việt Nam
5,4106,VNVDB1120700,VDB112070,Ngân hàng Phát triển Việt Nam
6,4107,VNVDB1120718,VDB112071,Ngân hàng Phát triển Việt Nam
7,4108,VNVDB1120726,VDB112072,Ngân hàng Phát triển Việt Nam
8,4109,VNVDB1120734,VDB112073,Ngân hàng Phát triển Việt Nam
9,4110,VNVDB1120759,VDB112075,Ngân hàng Phát triển Việt Nam
0,4111,VNVDB1120767,VDB112076,Ngân hàng Phát triển Việt Nam
1,4112,VN000000VDL1,VDL,CTCP Thực phẩm Lâm Đồng
2,4113,VN000000VDM9,VDM,Công ty cổ phần - Viện Nghiên cứu Dệt May
3,4114,VN000000VDN7,VDN,Công ty cổ phần Vinatex Đà Nẵng
4,4115,VN000000VDP2,VDP,Công ty Cổ phần Dược phẩm Trung ương VIDIPHA
5,4116,VN000000VDS6,VDS,Công ty Cổ phần chứng khoán Rồng việt
6,4117,VN000000VDT4,VDT,Công ty Cổ phần Lưới thép Bình Tây
7,4118,VN0VE0611014,VE061101,Tập đoàn Điện lực Việt Nam
8,4119,VN0VE0611022,VE061102,Tập đoàn Điện lực Việt Nam
9,4120,VN000000VE11,VE1,Công ty Cổ phần Xây dựng điện VNECO1
0,4121,VN000000VE29,VE2,Công ty cổ phần Xây dựng điện VNECO 2
1,4122,VN000000VE37,VE3,Công ty cổ phần Xây dựng Điện VNECO 3
2,4123,VN000000VE45,VE4,Công ty cổ phần Xây dựng điện VNECO4
3,4124,VN000000VE86,VE8,Công ty cổ phần Xây dựng Điện Vneco 8
4,4125,VN000000VE94,VE9,Công ty cổ phần đầu tư và xây dựng VNECO 9
5,4126,VN000000VEA2,VEA,Tổng công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP
6,4127,VN000000VEC8,VEC,Tổng Công ty cổ phần Điện tử và Tin học Việt Nam
7,4128,VN0VEC107128,VEC10712,Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên
8,4129,VN0VEC108019,VEC10801,Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên
9,4130,VN0VEC108027,VEC10802,Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên
0,4131,VN0VEC108035,VEC10803,Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên
1,4132,VN0VEC108043,VEC10804,Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên
2,4133,VN0VEC109058,VEC10905,Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên
3,4134,VN0VEC109066,VEC10906,Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên
4,4135,VN0VEC109074,VEC10907,Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên
5,4136,VN0VEC109082,VEC10908,Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên
6,4137,VN0VEC109090,VEC10909,Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên
7,4138,VN0VEC109108,VEC10910,Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên
8,4139,VN0VEC109116,VEC10911,Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên
9,4140,VN0VEC110015,VEC11001,Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên
0,4141,VN0VEC110023,VEC11002,Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên
1,4142,VN0VEC110031,VEC11003,Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên
2,4143,VN0VEC110056,VEC11005,Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên
3,4144,VNVEC1110301,VEC111030,Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên
4,4145,VNVEC1110319,VEC111031,Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên
5,4146,VNVEC1110327,VEC111032,Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên
6,4147,VN000000VEE4,VEE,Công ty cổ phần Thiết bị điện Cẩm Phả
7,4148,VN000000VEF1,VEF,Công ty cổ phần Trung tâm Hội chợ Triển lãm Việt Nam
8,4149,VN000000VEG9,VEG,"Tổng Công ty Rau quả, Nông sản - Công ty cổ phần"
9,4150,VN000000VES4,VES,Công ty cổ phần Đầu tư và Xây dựng điện Mêca Vneco
0,4151,VN000000VET2,VET,Công ty cổ phần Thuốc Thú y Trung ương NAVETCO
1,4152,VN000000VFC5,VFC,Công Ty Cổ Phần Vinafco
2,4153,VN000000VFG6,VFG,Công ty Cổ phần Khử Trùng Việt Nam
3,4154,VN000VFMVF11,VFMVF1,Công ty cổ phần Quản Lý quỹ Đầu tư Dragon Capital Việt Nam
4,4155,VN000VFMVF45,VFMVF4,Công ty cổ phần Quản Lý quỹ Đầu tư Dragon Capital Việt Nam
5,4156,VN000VFMVFA5,VFMVFA,Công ty cổ phần Quản Lý quỹ Đầu tư Dragon Capital Việt Nam
6,4157,VN000000VFR3,VFR,Công ty Cổ phần Vận tải và Thuê tàu
7,4158,VN000000VFS1,VFS,Công ty cổ phần Chứng khoán Nhất Việt
8,4159,VN000000VGC3,VGC,Tổng Công ty Viglacera – CTCP
9,4160,VN000000VGG4,VGG,Tổng Công ty cổ phần May Việt Tiến
0,4161,VN000000VGI0,VGI,Tổng Công ty cổ phần Đầu tư Quốc tế Viettel
1,4162,VN000000VGL4,VGL,Công ty Cổ phần Mạ kẽm công nghiệp Vingal-Vnsteel
2,4163,VN000000VGP5,VGP,CTCP Cảng Rau Quả
3,4164,VN000000VGR1,VGR,Công ty cổ phần Cảng Xanh Vip
4,4165,VN000000VGS9,VGS,Công ty Cổ phần ống thép Việt Đức VG PIPE
5,4166,VN000000VGT7,VGT,Tập đoàn Dệt may Việt Nam
6,4167,VN000000VGV3,VGV,Tổng công ty tư vấn xây dựng Việt Nam – CTCP
7,4168,VN000000VHC1,VHC,Công ty Cổ phần Vĩnh Hoàn
8,4169,VN000000VHD9,VHD,Công ty cổ phần Đầu tư phát triển nhà và Đô thị VINAHUD
9,4170,VN000000VHE7,VHE,Công ty cổ phần Dược liệu và Thực phẩm Việt Nam
0,4171,VN000000VHF4,VHF,Công ty cổ phần Xây dựng và Chế biến lương thực Vĩnh Hà
1,4172,VN000000VHG2,VHG,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam
2,4173,VN000000VHH0,VHH,Công ty cổ phần Đầu tư Kinh doanh nhà Thành Đạt
3,4174,VN000000VHI8,VHI,Công ty cổ phần Kinh doanh và Đầu tư Việt Hà
4,4175,VN000000VHL2,VHL,Công ty cổ phần Viglacera hạ Long
5,4176,VN000000VHM0,VHM,Công ty cổ phần Vinhomes
6,4177,VN0VHM117262,VHM11726,Công ty cổ phần Vinhomes
7,4178,VN0VHM118013,VHM11801,Công ty cổ phần Vinhomes
8,4179,VN0VHM118021,VHM11802,Công ty cổ phần Vinhomes
9,4180,VNVHM1210244,VHM121024,Công ty cổ phần Vinhomes
0,4181,VNVHM1210251,VHM121025,Công ty cổ phần Vinhomes
1,4182,VN000000VIA3,VIA,Công ty Cổ phần Vian
2,4183,VN000000VIB1,VIB,Ngân hàng Thương mại cổ phần Quốc tế Việt Nam
3,4184,VN000000VIC9,VIC,Tập đoàn Vingroup – Công ty CP
4,4185,VN0VIC115010,VIC11501,Tập đoàn Vingroup – Công ty CP
5,4186,VN0VIC115028,VIC11502,Tập đoàn Vingroup – Công ty CP
6,4187,VN0VIC115036,VIC11503,Tập đoàn Vingroup – Công ty CP
7,4188,VN0VIC115044,VIC11504,Tập đoàn Vingroup – Công ty CP
8,4189,VN0VIC117073,VIC11707,Tập đoàn Vingroup – Công ty CP
9,4190,VN0VIC117115,VIC11711,Tập đoàn Vingroup – Công ty CP
0,4191,VN0VIC117164,VIC11716,Tập đoàn Vingroup – Công ty CP
1,4192,VN0VIC117248,VIC11724,Tập đoàn Vingroup – Công ty CP
2,4193,VN0VIC117255,VIC11725,Tập đoàn Vingroup – Công ty CP
3,4194,VN0VIC118139,VIC11813,Tập đoàn Vingroup – Công ty CP
4,4195,VN0VIC118147,VIC11814,Tập đoàn Vingroup – Công ty CP
5,4196,VN0VIC119012,VIC11901,Tập đoàn Vingroup – Công ty CP
6,4197,VN000000VID7,VID,Công ty CP Đầu tư Phát triển Thương mại Viễn Đông
7,4198,VN000000VIE5,VIE,Công ty cổ phần Công nghệ Viễn thông VI TE CO
8,4199,VN000000VIF2,VIF,Tổng công ty Lâm nghiệp Việt Nam - Công ty cổ phần
9,4200,VN000000VIG0,VIG,Công ty cổ phần Chứng khoán Thương mại và Công nghiệp Việt Nam
0,4201,VN000000VIH8,VIH,Công ty Cổ phần Viglacera Hà Nội
1,4202,VN000000VIM8,VIM,Công ty cổ phần Khoáng sản Viglacera
2,4203,VN000000VIN6,VIN,Công ty cổ phần Giao nhận Kho vận Ngoại thương Việt Nam
3,4204,VN000000VIP1,VIP,Công ty Cổ phần vận tải xăng dầu VIPCO
4,4205,VN000000VIR7,VIR,CTCP Du lịch Quốc tế Vũng Tàu
5,4206,VN000000VIS5,VIS,Công ty Cổ phần Thép Việt ý
6,4207,VN000000VIT3,VIT,Công ty cổ phần Viglacera Tiên Sơn
7,4208,VN000000VIW7,VIW,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - CTCP
8,4209,VN000000VIX5,VIX,Công ty cổ phần Chứng khoán VIX
9,4210,VN000000VJC7,VJC,Công ty cổ phần Hàng không VIETJET
0,4211,VN0VJC119128,VJC11912,Công ty cổ phần Hàng không VIETJET
1,4212,VN000000VKC5,VKC,CTCP Cáp nhựa Vĩnh Khánh
2,4213,VN000000VKD3,VKD,Công ty cổ phần nước khoáng Khánh Hòa
3,4214,VN000000VKP7,VKP,Công ty cổ phần Nhựa Tân Hoá
4,4215,VN000000VLA7,VLA,Công ty cổ phần Đầu tư và Phát triển Công nghệ Văn Lang
5,4216,VN000000VLB5,VLB,Công ty cổ phần Xây dựng và sản xuất vật liệu xây dựng Biên Hòa
6,4217,VN000000VLC3,VLC,Tổng Công ty Chăn nuôi Việt Nam - CTCP
7,4218,VN000000VLD1,VLD,Công ty cổ phần Bất động sản Viettronics
8,4219,VN000000VLF6,VLF,CTCP Lương thực Thực phẩm Vĩnh Long
9,4220,VN000000VLG4,VLG,Công ty cổ phần Vimc Logistics
0,4221,VN000000VLP5,VLP,Công ty cổ phần Công trình Công cộng Vĩnh Long
1,4222,VN000000VLW1,VLW,Công ty cổ phần Cấp nước Vĩnh Long
2,4223,VN000000VMA5,VMA,Công ty Cổ phần Công nghiệp Ô tô - Vinacomin
3,4224,VN000000VMC1,VMC,Công ty cổ phần VIMECO
4,4225,VN000000VMD9,VMD,CTCP Y Dược Phẩm VIMEDIMEX
5,4226,VN000000VMG2,VMG,CTCP Thương mại và dịch vụ Dầu khí Vũng Tàu
6,4227,VN000000VMI8,VMI,Công ty cổ phần Khoáng sản và Đầu tư VISACO
7,4228,VN000000VMS7,VMS,Công ty cổ phần Phát triển Hàng Hải
8,4229,VN000000VMT5,VMT,Công ty cổ phần Giao nhận Vận tải miền Trung.
9,4230,VN0CP4A01029,VN00CP401029,Ngân hàng Phát triển Việt Nam
0,4231,VN000000VNA3,VNA,Công ty cổ phần vận tải biển VINASHIP
1,4232,VN000000VNB1,VNB,Công ty cổ phần Sách Việt Nam
2,4233,VN000000VNC9,VNC,Công ty cổ phần Tập đoàn Vinacontrol
3,4234,VN000000VND7,VND,Công ty cổ phần Chứng khoán VnDirect
4,4235,VN000000VNE5,VNE,Tổng Công ty cổ phần Xây dựng điện Việt Nam
5,4236,VN000000VNF2,VNF,Công ty cổ phần VINAFREIGHT
6,4237,VN000000VNG0,VNG,Công ty cổ phần Du lịch Thành Thành Công
7,4238,VN000000VNH8,VNH,CTCP Đầu tư Việt Việt Nhật
8,4239,VN000000VNI6,VNI,Công ty CP Đầu tư Bất động sản Việt Nam
9,4240,VN000000VNL0,VNL,Công ty cổ phần Logistics Vinalink
0,4241,VN000000VNM8,VNM,Công ty Cổ phần Sữa Việt Nam
1,4242,VN000000VNN6,VNN,Công ty cổ phần Đầu tư và Thương mại VNN
2,4243,VN000000VNP1,VNP,Công ty Cổ phần Nhựa Việt Nam
3,4244,VN000000VNR7,VNR,Tổng công ty Cổ phần Tái bảo hiểm quốc gia Việt nam
4,4245,VN000000VNS5,VNS,Công ty Cổ phần Ánh Dương Việt Nam
5,4246,VN000000VNT3,VNT,Công ty cổ phần Giao nhận vận tải Ngoại Thương
6,4247,VN000000VNX5,VNX,Công ty cổ phần Quảng cáo và Hội chợ Thương Mại Vinexad
7,4248,VN000000VNY3,VNY,Công ty cổ phần Thuốc Thú y Trung Ương I
8,4249,VN000000VOC7,VOC,Tổng Công ty Công nghiệp dầu thực vật Việt Nam – CTCP
9,4250,VN000000VOS3,VOS,Công ty Cổ phần Vận tải Biển Việt Nam
0,4251,VN000000VPA8,VPA,Công ty cổ phần Vận tải hóa dầu VP
1,4252,VN000000VPB6,VPB,Ngân hàng Thương mại cổ phần Việt Nam Thịnh Vượng
2,4253,VN000000VPC4,VPC,Công ty cổ phần Đầu tư và Phát triển Năng lượng Việt Nam
3,4254,VN000000VPD2,VPD,Công ty cổ phần Phát triển Điện lực Việt Nam
4,4255,VN000000VPG5,VPG,Công ty cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát
5,4256,VN000000VPH3,VPH,Công ty cổ phần Vạn Phát Hưng
6,4257,VN000000VPI1,VPI,Công ty cổ phần Đầu tư Văn Phú - Invest
7,4258,VN000000VPK7,VPK,Công ty Cổ phần Bao bì Dầu thực vật
8,4259,VN000000VPL5,VPL,Công ty Cổ phần Vinpearl
9,4260,VN0VPL118097,VPL11809,Công ty Cổ phần Vinpearl
0,4261,VN0VPL118105,VPL11810,Công ty Cổ phần Vinpearl
1,4262,VN0VPL118113,VPL11811,Công ty Cổ phần Vinpearl
2,4263,VN0VPL118121,VPL11812,Công ty Cổ phần Vinpearl
3,4264,VN000000VPR2,VPR,Công ty cổ phần VINAPRINT
4,4265,VN000000VPS0,VPS,Công ty cổ phần Thuốc sát trùng Việt Nam
5,4266,VN000000VPW2,VPW,Công ty cổ phần Cấp thoát nước số 1 Vĩnh Phúc
6,4267,VN000000VQC2,VQC,Công ty Cổ phần Giám định Vinacomin
7,4268,VN000000VRC0,VRC,Công ty Cổ phần Bất động sản và Đầu tư VRC
8,4269,VN000000VRE6,VRE,Công ty cổ phần Vincom Retail
9,4270,VN0VRE120074,VRE12007,Công ty cổ phần Vincom Retail
0,4271,VN000000VRG1,VRG,Công ty cổ phần Phát triển Đô thị và Khu công nghiệp Cao su Việt Nam
1,4272,VN000000VSA2,VSA,Công ty cổ phần Đại lý Hàng hải Việt Nam
2,4273,VN000000VSC8,VSC,Công ty cổ phần Container Việt Nam
3,4274,VN000000VSE4,VSE,Công ty cổ phần Dịch vụ Đường cao tốc Việt Nam
4,4275,VN000000VSF1,VSF,Tổng Công ty Lương thực Miền Nam - Công ty cổ phần
5,4276,VN000000VSG9,VSG,Công ty cổ phần CONTAINER Phía Nam
6,4277,VN000000VSH7,VSH,CTCP Thuỷ Điện Vĩnh Sơn -Sông Hinh
7,4278,VN000000VSI5,VSI,CTCP Đầu tư và Xây dựng Cấp thoát nước
8,4279,VN000000VSM7,VSM,Công ty cổ phần Container miền Trung
9,4280,VN000000VSN5,VSN,Công ty cổ phần Việt Nam Kỹ nghệ Súc sản
0,4281,VN000000VSP0,VSP,Công ty Cổ phần Vận tải biển và bất động sản Việt Hải
1,4282,VN000000VST2,VST,Công ty CP Vận tải và Thuê tàu biển Việt Nam
2,4283,VN000000VT14,VT1,CTCP Vật tư Bến Thành
3,4284,VN000000VT89,VT8,Công ty cổ phần Dịch vụ vận tải ô tô Số 8
4,4285,VN000000VTA0,VTA,CTCP Vitaly
5,4286,VN000000VTB8,VTB,Công ty Cổ phần Viettronics Tân Bình
6,4287,VN000000VTC6,VTC,Công ty cổ phần Viễn thông VTC
7,4288,VN000000VTD4,VTD,Công ty cổ phần Du lịch Vietourist
8,4289,VN000000VTE2,VTE,Công ty cổ phần Viễn thông Điện tử VINACAP
9,4290,VN000000VTF9,VTF,Công ty Cổ phần Thức ăn chăn nuôi Việt Thắng
0,4291,VN000000VTG7,VTG,Công ty cổ phần Du lịch tỉnh Bà Rịa – Vũng Tàu
1,4292,VN000000VTH5,VTH,Công ty cổ phần Dây cáp điện Việt Thái
2,4293,VN000000VTI3,VTI,Công ty cổ phần Sản xuất - Xuất nhập khẩu dệt may
3,4294,VN000000VTJ1,VTJ,Công ty cổ phần Thương mại và Đầu tư Vi na ta ba
4,4295,VN000000VTK9,VTK,Công ty cổ phần Tư vấn Thiết kế Viettel
5,4296,VN000000VTL7,VTL,Công ty cổ phần Vang Thăng Long
6,4297,VN000000VTM5,VTM,Công ty cổ phần Vận tải và Đưa đón thợ mỏ - Vinacomin
7,4298,VN000000VTO1,VTO,Công ty cổ phần vận tải xăng dầu VITACO
8,4299,VN000000VTP8,VTP,Tổng công ty Cổ phần Bưu chính Viettel
9,4300,VN000000VTQ6,VTQ,Công ty cổ phần Việt Trung Quảng Bình
0,4301,VN000000VTR4,VTR,Công ty cổ phần Du lịch và Tiếp thị Giao thông Vận tải Việt Nam - Vietravel
1,4302,VN000000VTS2,VTS,Công ty cổ phần Viglacera Từ sơn
2,4303,VN000000VTT0,VTT,Công ty cổ phần Công nghệ Việt Thành
3,4304,VN000000VTV6,VTV,Công ty cổ phần Năng lượng và Môi trường Vicem
4,4305,VN000000VTX2,VTX,Công ty cổ phần Vận tải Đa phương thức Vietranstimex
5,4306,VN000000VTZ7,VTZ,Công ty cổ phần Sản xuất và Thương mại Nhựa Việt Thành
6,4307,VN000000VVF5,VVF,Công ty Tài chính cổ phần Vinaconex - Viettel
7,4308,VN000000VVN9,VVN,Tổng công ty cổ phần Xây dựng Công nghiệp Việt Nam
8,4309,VN000000VW19,VW1,Công ty cổ phần Xây dựng cấp thoát nước số 1 - Viwaseen.1
9,4310,VN000000VW35,VW3,Công ty cổ phần Viwaseen3
0,4311,VN000000VWS6,VWS,Công ty cổ phần Nước và Môi trường Việt Nam
1,4312,VN000000VXB0,VXB,CTCP Vật liệu Xây dựng Bến Tre
2,4313,VN000000VXP0,VXP,Công ty cổ phần Thuốc Thú y Trung ương VETVACO
3,4314,VN000000VXT2,VXT,Công ty cổ phần Kho vận và Dịch vụ Thương mại
4,4315,VN000000WAC4,WAC,Công ty cổ phần Công trình đường thủy - Vinawaco
5,4316,VN000000WCS6,WCS,Công ty cổ phần Bến Xe Miền Tây
6,4317,VN000000WEB8,WEB,Ngân hàng Thương mại cổ phần Phương Tây
7,4318,VN000000WSB8,WSB,Công ty cổ phần Bia Sài Gòn - Miền Tây
8,4319,VN000000WSS2,WSS,Công ty cổ phần Chứng khoán Phố Wall
9,4320,VN000000WTC4,WTC,Công ty cổ phần Vận tải Thủy - Vinacomin
0,4321,VN000000WTN1,WTN,Công ty cổ phần Cấp thoát nước Tây Ninh
1,4322,VN000000X180,X18,Công ty cổ phần Xi măng X18
2,4323,VN000000X206,X20,Công ty cổ phần X20
3,4324,VN000000X263,X26,Công ty cổ phần 26
4,4325,VN000000X776,X77,Công ty cổ phần Thành An 77
5,4326,VN000000X784,X78,Công ty cổ phần ACC-78
6,4327,VN000000XDH5,XDH,Công ty cổ phần Đầu tư Xây dựng Dân dụng Hà Nội
7,4328,VN000000XHC7,XHC,Công ty cổ phần Xuân Hòa Việt Nam
8,4329,VN000000XLV9,XLV,Công ty cổ phần Xây lắp và Dịch vụ Sông Đà
9,4330,VN000000XMC7,XMC,Công ty cổ phần Đầu tư và Xây dựng Xuân Mai
0,4331,VN000000XMD5,XMD,Công ty Cổ phần Xuân Mai - Đạo Tú
1,4332,VN000000XMP9,XMP,Công ty cổ phần Thủy điện Xuân Minh
2,4333,VN000000XPH9,XPH,Công ty cổ phần Xà phòng Hà Nội
3,4334,VNXTY1170014,XTY117001,Công ty TNHH Xuân Thiện Yên Bái
4,4335,VN000000XVC8,XVC,Công ty cổ phần Đầu tư Xây dựng Viễn thông Cần Thơ
5,4336,VN000000YBC8,YBC,Công ty Cổ phần Xi măng và khoáng sản Yên Bái
6,4337,VN000000YBM7,YBM,Công ty cổ phần Khoáng sản công nghiệp Yên Bái
7,4338,VN000000YEG3,YEG,Công ty cổ phần Tập đoàn Yeah1
